"Provisional weekly death counts, by selected grouped causes of death c 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20"
"Frequency: Weekly"
"Table: 13-10-0810-01"
"Release date: 2023-05-11"
"Geography: Canada, Province or territory"
""
""

,"Cause of death (ICD-10)  3 4 5 6 13 14 15 16 17 18 19","Intentional self-harm (suicide)"
,"Characteristics 22","Number of deaths"
"Geography, place of occurrence 21","Reference period"
,,"Number"
,"February 21, 2015","0"
,"February 28, 2015","0"
,"March 7, 2015","0"
,"March 14, 2015","5"
,"March 21, 2015","0"
,"March 28, 2015","0"
,"April 4, 2015","0"
,"April 11, 2015","0"
,"April 18, 2015","0"
,"April 25, 2015","0"
,"May 2, 2015","0"
,"May 9, 2015","0"
,"May 16, 2015","5"
,"May 23, 2015","0"
,"May 30, 2015","0"
,"June 6, 2015","5"
,"June 13, 2015","0"
,"June 20, 2015","0"
,"June 27, 2015","5"
,"July 4, 2015","5"
,"July 11, 2015","0"
,"July 18, 2015","5"
,"July 25, 2015","0"
,"August 1, 2015","0"
,"August 8, 2015","5"
,"August 15, 2015","0"
,"August 22, 2015","0"
,"August 29, 2015","0"
,"September 5, 2015","5"
,"September 12, 2015","0"
,"September 19, 2015","0"
,"September 26, 2015","0"
,"October 3, 2015","0"
,"October 10, 2015","0"
,"October 17, 2015","5"
,"October 24, 2015","5"
,"October 31, 2015","0"
,"November 7, 2015","0"
,"November 14, 2015","0"
,"November 21, 2015","5"
,"November 28, 2015","0"
,"December 5, 2015","0"
,"December 12, 2015","0"
,"December 19, 2015","0"
,"December 26, 2015","0"
,"January 2, 2016","0"
,"January 9, 2016","0"
,"January 16, 2016","5"
,"January 23, 2016","0"
,"January 30, 2016","0"
,"February 6, 2016","5"
,"February 13, 2016","0"
,"February 20, 2016","0"
,"February 27, 2016","5"
,"March 5, 2016","0"
,"March 12, 2016","5"
,"March 19, 2016","5"
,"March 26, 2016","0"
,"April 2, 2016","5"
,"April 9, 2016","5"
,"April 16, 2016","5"
,"April 23, 2016","5"
,"April 30, 2016","5"
,"May 7, 2016","5"
,"May 14, 2016","0"
,"May 21, 2016","0"
,"May 28, 2016","0"
,"June 4, 2016","0"
,"June 11, 2016","0"
,"June 18, 2016","0"
,"June 25, 2016","0"
,"July 2, 2016","0"
,"July 9, 2016","0"
,"July 16, 2016","0"
,"July 23, 2016","5"
,"July 30, 2016","5"
,"August 6, 2016","5"
,"August 13, 2016","0"
,"August 20, 2016","5"
,"August 27, 2016","5"
,"September 3, 2016","0"
,"September 10, 2016","0"
,"September 17, 2016","5"
,"September 24, 2016","0"
,"October 1, 2016","0"
,"October 8, 2016","0"
,"October 15, 2016","0"
,"October 22, 2016","0"
,"October 29, 2016","5"
,"November 5, 2016","0"
,"November 12, 2016","0"
,"November 19, 2016","0"
,"November 26, 2016","5"
,"December 3, 2016","0"
,"December 10, 2016","0"
,"December 17, 2016","0"
,"December 24, 2016","0"
,"December 31, 2016","0"
,"January 7, 2017","0"
,"January 14, 2017","5"
,"January 21, 2017","5"
,"January 28, 2017","0"
,"February 4, 2017","5"
,"February 11, 2017","5"
,"February 18, 2017","0"
,"February 25, 2017","0"
,"March 4, 2017","0"
,"March 11, 2017","0"
,"March 18, 2017","0"
,"March 25, 2017","5"
,"April 1, 2017","0"
,"April 8, 2017","0"
,"April 15, 2017","0"
,"April 22, 2017","5"
,"April 29, 2017","0"
,"May 6, 2017","5"
,"May 13, 2017","5"
,"May 20, 2017","5"
,"May 27, 2017","5"
,"June 3, 2017","5"
,"June 10, 2017","5"
,"June 17, 2017","0"
,"June 24, 2017","0"
,"July 1, 2017","0"
,"July 8, 2017","0"
,"July 15, 2017","5"
,"July 22, 2017","0"
,"July 29, 2017","5"
,"August 5, 2017","0"
,"August 12, 2017","0"
,"August 19, 2017","0"
,"August 26, 2017","0"
,"September 2, 2017","0"
,"September 9, 2017","0"
,"September 16, 2017","5"
,"September 23, 2017","0"
,"September 30, 2017","5"
,"October 7, 2017","0"
,"October 14, 2017","0"
,"October 21, 2017","5"
,"October 28, 2017","0"
,"November 4, 2017","5"
,"November 11, 2017","0"
,"November 18, 2017","0"
,"November 25, 2017","0"
,"December 2, 2017","5"
,"December 9, 2017","0"
,"December 16, 2017","0"
,"December 23, 2017","0"
,"December 30, 2017","5"
,"January 6, 2018","0"
,"January 13, 2018","0"
,"January 20, 2018","5"
,"January 27, 2018","5"
,"February 3, 2018","0"
,"February 10, 2018","5"
,"February 17, 2018","0"
,"February 24, 2018","0"
,"March 3, 2018","0"
,"March 10, 2018","0"
,"March 17, 2018","5"
,"March 24, 2018","0"
,"March 31, 2018","0"
,"April 7, 2018","5"
,"April 14, 2018","0"
,"April 21, 2018","5"
,"April 28, 2018","0"
,"May 5, 2018","0"
,"May 12, 2018","0"
,"May 19, 2018","0"
,"May 26, 2018","5"
,"June 2, 2018","0"
,"June 9, 2018","0"
,"June 16, 2018","0"
,"June 23, 2018","5"
,"June 30, 2018","0"
,"July 7, 2018","5"
,"July 14, 2018","5"
,"July 21, 2018","0"
,"July 28, 2018","0"
,"August 4, 2018","5"
,"August 11, 2018","0"
,"August 18, 2018","5"
,"August 25, 2018","5"
,"September 1, 2018","5"
,"September 8, 2018","5"
,"September 15, 2018","5"
,"September 22, 2018","0"
,"September 29, 2018","0"
,"October 6, 2018","0"
,"October 13, 2018","0"
,"October 20, 2018","0"
,"October 27, 2018","0"
,"November 3, 2018","0"
,"November 10, 2018","0"
,"November 17, 2018","0"
,"November 24, 2018","0"
,"December 1, 2018","0"
,"December 8, 2018","0"
,"December 15, 2018","0"
,"December 22, 2018","5"
,"December 29, 2018","0"
,"January 5, 2019","0"
,"January 12, 2019","0"
,"January 19, 2019","0"
,"January 26, 2019","0"
,"February 2, 2019","0"
,"February 9, 2019","0"
,"February 16, 2019","0"
,"February 23, 2019","0"
,"March 2, 2019","0"
,"March 9, 2019","5"
,"March 16, 2019","0"
,"March 23, 2019","0"
,"March 30, 2019","5"
,"April 6, 2019","0"
,"April 13, 2019","0"
,"April 20, 2019","5"
,"April 27, 2019","5"
,"May 4, 2019","0"
,"May 11, 2019","5"
,"May 18, 2019","5"
,"May 25, 2019","0"
,"June 1, 2019","0"
,"June 8, 2019","0"
,"June 15, 2019","0"
,"June 22, 2019","5"
,"June 29, 2019","0"
,"July 6, 2019","0"
,"July 13, 2019","0"
,"July 20, 2019","0"
,"July 27, 2019","0"
,"August 3, 2019","0"
,"August 10, 2019","0"
,"August 17, 2019","0"
,"August 24, 2019","5"
,"August 31, 2019","0"
,"September 7, 2019","5"
,"September 14, 2019","0"
,"September 21, 2019","0"
,"September 28, 2019","0"
,"October 5, 2019","0"
,"October 12, 2019","0"
,"October 19, 2019","0"
,"October 26, 2019","5"
,"November 2, 2019","0"
,"November 9, 2019","5"
,"November 16, 2019","0"
,"November 23, 2019","5"
,"November 30, 2019","0"
,"December 7, 2019","0"
,"December 14, 2019","0"
,"December 21, 2019","5"
,"December 28, 2019","0"
,"January 4, 2020","0"
,"January 11, 2020","0"
,"January 18, 2020","0"
,"January 25, 2020","5"
,"February 1, 2020","0"
,"February 8, 2020","0"
,"February 15, 2020","0"
,"February 22, 2020","0"
,"February 29, 2020","0"
,"March 7, 2020","0"
,"March 14, 2020","5"
,"March 21, 2020","0"
,"March 28, 2020","0"
,"April 4, 2020","0"
,"April 11, 2020","0"
,"April 18, 2020","0"
,"April 25, 2020","0"
,"May 2, 2020","0"
,"May 9, 2020","0"
,"May 16, 2020","0"
,"May 23, 2020","0"
,"May 30, 2020","0"
,"June 6, 2020","5"
,"June 13, 2020","0"
,"June 20, 2020","0"
,"June 27, 2020","0"
,"July 4, 2020","0"
,"July 11, 2020","5"
,"July 18, 2020","0"
,"July 25, 2020","0"
,"August 1, 2020","5"
,"August 8, 2020","0"
,"August 15, 2020","5"
,"August 22, 2020","0"
,"August 29, 2020","5"
,"September 5, 2020","5"
,"September 12, 2020","0"
,"September 19, 2020","0"
,"September 26, 2020","0"
,"October 3, 2020","0"
,"October 10, 2020","5"
,"October 17, 2020","0"
,"October 24, 2020","0"
,"October 31, 2020","0"
,"November 7, 2020","0"
,"November 14, 2020","0"
,"November 21, 2020","0"
,"November 28, 2020","0"
,"December 5, 2020","0"
,"December 12, 2020","5"
,"December 19, 2020","0"
,"December 26, 2020","0"
,"January 2, 2021","0"
,"January 9, 2021","0"
,"January 16, 2021","5"
,"January 23, 2021","0"
,"January 30, 2021","0"
,"February 6, 2021","0"
,"February 13, 2021","5"
,"February 20, 2021","0"
,"February 27, 2021","5"
,"March 6, 2021","5"
,"March 13, 2021","0"
,"March 20, 2021","0"
,"March 27, 2021","0"
,"April 3, 2021","0"
,"April 10, 2021","0"
,"April 17, 2021","0"
,"April 24, 2021","0"
,"May 1, 2021","0"
,"May 8, 2021","0"
,"May 15, 2021","0"
,"May 22, 2021","5"
,"May 29, 2021","5"
,"June 5, 2021","0"
,"June 12, 2021","0"
,"June 19, 2021","5"
,"June 26, 2021","0"
,"July 3, 2021","0"
,"July 10, 2021","0"
,"July 17, 2021","0"
,"July 24, 2021","0"
,"July 31, 2021","0"
,"August 7, 2021","0"
,"August 14, 2021","0"
,"August 21, 2021","0"
,"August 28, 2021","0"
,"September 4, 2021","0"
,"September 11, 2021","5"
,"September 18, 2021","0"
,"September 25, 2021","5"
,"October 2, 2021","0"
,"October 9, 2021","0"
,"October 16, 2021","0"
,"October 23, 2021","0"
,"October 30, 2021","0"
,"November 6, 2021","5"
,"November 13, 2021","0"
,"November 20, 2021","0"
,"November 27, 2021","0"
,"December 4, 2021","5"
,"December 11, 2021","0"
,"December 18, 2021","5"
,"December 25, 2021","0"
,"January 1, 2022","0"
,"January 8, 2022","0"
,"January 15, 2022","0"
,"January 22, 2022","0"
,"January 29, 2022","0"
,"February 5, 2022","0"
,"February 12, 2022","0"
,"February 19, 2022","5"
,"February 26, 2022","0"
,"March 5, 2022","0"
,"March 12, 2022","0"
,"March 19, 2022","0"
,"March 26, 2022","0"
,"April 2, 2022","5"
,"April 9, 2022","5"
,"April 16, 2022","5"
,"April 23, 2022","5"
,"April 30, 2022","0"
,"May 7, 2022","0"
,"May 14, 2022","0"
,"May 21, 2022","5"
,"May 28, 2022","0"
,"June 4, 2022","5"
,"June 11, 2022","0"
,"June 18, 2022","0"
,"June 25, 2022","0"
,"July 2, 2022","0"
,"July 9, 2022","5"
,"July 16, 2022","5"
,"July 23, 2022","5"
,"July 30, 2022","0"
,"August 6, 2022","0"
,"August 13, 2022","5"
,"August 20, 2022","0"
,"August 27, 2022","0"
,"September 3, 2022","5"
,"September 10, 2022","5"
,"September 17, 2022","5"
,"September 24, 2022","0"
,"October 1, 2022","5"
,"October 8, 2022","0"
,"October 15, 2022","0"
,"October 22, 2022","0"
,"October 29, 2022","0"
,"November 5, 2022","0"
,"November 12, 2022","0"
,"November 19, 2022","0"
,"November 26, 2022","0"
,"December 3, 2022","0"
,"December 10, 2022","0"
,"December 17, 2022","0"
,"December 24, 2022","0"
,"December 31, 2022","0"
,"January 7, 2023","0"
,"January 14, 2023","0"
,"January 21, 2023","0"
,"January 28, 2023","0"
,"February 4, 2023","0"
,"February 11, 2023","0"
,"February 18, 2023","0"
,"February 25, 2023","0"
,"March 4, 2023",".."
"Prince Edward Island, place of occurrence","January 9, 2010","0"
,"January 16, 2010","0"
,"January 23, 2010","0"
,"January 30, 2010","0"
,"February 6, 2010","0"
,"February 13, 2010","0"
,"February 20, 2010","0"
,"February 27, 2010","0"
,"March 6, 2010","0"
,"March 13, 2010","0"
,"March 20, 2010","0"
,"March 27, 2010","0"
,"April 3, 2010","0"
,"April 10, 2010","0"
,"April 17, 2010","0"
,"April 24, 2010","0"
,"May 1, 2010","0"
,"May 8, 2010","0"
,"May 15, 2010","0"
,"May 22, 2010","0"
,"May 29, 2010","0"
,"June 5, 2010","0"
,"June 12, 2010","0"
,"June 19, 2010","0"
,"June 26, 2010","0"
,"July 3, 2010","0"
,"July 10, 2010","0"
,"July 17, 2010","0"
,"July 24, 2010","0"
,"July 31, 2010","0"
,"August 7, 2010","0"
,"August 14, 2010","0"
,"August 21, 2010","0"
,"August 28, 2010","0"
,"September 4, 2010","0"
,"September 11, 2010","0"
,"September 18, 2010","5"
,"September 25, 2010","0"
,"October 2, 2010","0"
,"October 9, 2010","0"
,"October 16, 2010","0"
,"October 23, 2010","5"
,"October 30, 2010","0"
,"November 6, 2010","0"
,"November 13, 2010","0"
,"November 20, 2010","0"
,"November 27, 2010","0"
,"December 4, 2010","0"
,"December 11, 2010","0"
,"December 18, 2010","0"
,"December 25, 2010","0"
,"January 1, 2011","0"
,"January 8, 2011","5"
,"January 15, 2011","0"
,"January 22, 2011","0"
,"January 29, 2011","0"
,"February 5, 2011","0"
,"February 12, 2011","0"
,"February 19, 2011","0"
,"February 26, 2011","0"
,"March 5, 2011","0"
,"March 12, 2011","0"
,"March 19, 2011","0"
,"March 26, 2011","0"
,"April 2, 2011","0"
,"April 9, 2011","0"
,"April 16, 2011","0"
,"April 23, 2011","0"
,"April 30, 2011","0"
,"May 7, 2011","0"
,"May 14, 2011","0"
,"May 21, 2011","0"
,"May 28, 2011","0"
,"June 4, 2011","0"
,"June 11, 2011","0"
,"June 18, 2011","0"
,"June 25, 2011","0"
,"July 2, 2011","0"
,"July 9, 2011","0"
,"July 16, 2011","0"
,"July 23, 2011","0"
,"July 30, 2011","0"
,"August 6, 2011","0"
,"August 13, 2011","5"
,"August 20, 2011","0"
,"August 27, 2011","0"
,"September 3, 2011","0"
,"September 10, 2011","5"
,"September 17, 2011","0"
,"September 24, 2011","0"
,"October 1, 2011","0"
,"October 8, 2011","0"
,"October 15, 2011","0"
,"October 22, 2011","0"
,"October 29, 2011","0"
,"November 5, 2011","0"
,"November 12, 2011","0"
,"November 19, 2011","0"
,"November 26, 2011","0"
,"December 3, 2011","0"
,"December 10, 2011","0"
,"December 17, 2011","0"
,"December 24, 2011","0"
,"December 31, 2011","0"
,"January 7, 2012","0"
,"January 14, 2012","0"
,"January 21, 2012","0"
,"January 28, 2012","0"
,"February 4, 2012","0"
,"February 11, 2012","0"
,"February 18, 2012","0"
,"February 25, 2012","0"
,"March 3, 2012","0"
,"March 10, 2012","0"
,"March 17, 2012","5"
,"March 24, 2012","0"
,"March 31, 2012","0"
,"April 7, 2012","0"
,"April 14, 2012","0"
,"April 21, 2012","0"
,"April 28, 2012","0"
,"May 5, 2012","0"
,"May 12, 2012","0"
,"May 19, 2012","0"
,"May 26, 2012","0"
,"June 2, 2012","0"
,"June 9, 2012","0"
,"June 16, 2012","0"
,"June 23, 2012","0"
,"June 30, 2012","5"
,"July 7, 2012","0"
,"July 14, 2012","0"
,"July 21, 2012","0"
,"July 28, 2012","0"
,"August 4, 2012","0"
,"August 11, 2012","0"
,"August 18, 2012","0"
,"August 25, 2012","0"
,"September 1, 2012","0"
,"September 8, 2012","0"
,"September 15, 2012","0"
,"September 22, 2012","0"
,"September 29, 2012","0"
,"October 6, 2012","0"
,"October 13, 2012","0"
,"October 20, 2012","0"
,"October 27, 2012","0"
,"November 3, 2012","0"
,"November 10, 2012","0"
,"November 17, 2012","0"
,"November 24, 2012","0"
,"December 1, 2012","0"
,"December 8, 2012","0"
,"December 15, 2012","0"
,"December 22, 2012","0"
,"December 29, 2012","0"
,"January 5, 2013","0"
,"January 12, 2013","0"
,"January 19, 2013","0"
,"January 26, 2013","5"
,"February 2, 2013","0"
,"February 9, 2013","0"
,"February 16, 2013","0"
,"February 23, 2013","0"
,"March 2, 2013","0"
,"March 9, 2013","0"
,"March 16, 2013","0"
,"March 23, 2013","0"
,"March 30, 2013","0"
,"April 6, 2013","0"
,"April 13, 2013","0"
,"April 20, 2013","0"
,"April 27, 2013","0"
,"May 4, 2013","0"
,"May 11, 2013","0"
,"May 18, 2013","0"
,"May 25, 2013","0"
,"June 1, 2013","0"
,"June 8, 2013","0"
,"June 15, 2013","0"
,"June 22, 2013","0"
,"June 29, 2013","0"
,"July 6, 2013","0"
,"July 13, 2013","0"
,"July 20, 2013","5"
,"July 27, 2013","0"
,"August 3, 2013","0"
,"August 10, 2013","0"
,"August 17, 2013","0"
,"August 24, 2013","0"
,"August 31, 2013","0"
,"September 7, 2013","0"
,"September 14, 2013","0"
,"September 21, 2013","0"
,"September 28, 2013","0"
,"October 5, 2013","0"
,"October 12, 2013","0"
,"October 19, 2013","0"
,"October 26, 2013","5"
,"November 2, 2013","0"
,"November 9, 2013","0"
,"November 16, 2013","0"
,"November 23, 2013","5"
,"November 30, 2013","0"
,"December 7, 2013","5"
,"December 14, 2013","0"
,"December 21, 2013","0"
,"December 28, 2013","0"
,"January 4, 2014","0"
,"January 11, 2014","0"
,"January 18, 2014","0"
,"January 25, 2014","0"
,"February 1, 2014","0"
,"February 8, 2014","0"
,"February 15, 2014","0"
,"February 22, 2014","0"
,"March 1, 2014","0"
,"March 8, 2014","0"
,"March 15, 2014","0"
,"March 22, 2014","0"
,"March 29, 2014","0"
,"April 5, 2014","0"
,"April 12, 2014","0"
,"April 19, 2014","0"
,"April 26, 2014","0"
,"May 3, 2014","0"
,"May 10, 2014","0"
,"May 17, 2014","0"
,"May 24, 2014","0"
,"May 31, 2014","0"
,"June 7, 2014","0"
,"June 14, 2014","0"
,"June 21, 2014","0"
,"June 28, 2014","0"
,"July 5, 2014","0"
,"July 12, 2014","0"
,"July 19, 2014","0"
,"July 26, 2014","0"
,"August 2, 2014","0"
,"August 9, 2014","0"
,"August 16, 2014","0"
,"August 23, 2014","0"
,"August 30, 2014","0"
,"September 6, 2014","5"
,"September 13, 2014","0"
,"September 20, 2014","0"
,"September 27, 2014","0"
,"October 4, 2014","0"
,"October 11, 2014","0"
,"October 18, 2014","0"
,"October 25, 2014","0"
,"November 1, 2014","0"
,"November 8, 2014","0"
,"November 15, 2014","0"
,"November 22, 2014","0"
,"November 29, 2014","0"
,"December 6, 2014","0"
,"December 13, 2014","0"
,"December 20, 2014","0"
,"December 27, 2014","0"
,"January 3, 2015","0"
,"January 10, 2015","0"
,"January 17, 2015","0"
,"January 24, 2015","0"
,"January 31, 2015","0"
,"February 7, 2015","0"
,"February 14, 2015","0"
,"February 21, 2015","5"
,"February 28, 2015","0"
,"March 7, 2015","0"
,"March 14, 2015","0"
,"March 21, 2015","5"
,"March 28, 2015","0"
,"April 4, 2015","0"
,"April 11, 2015","0"
,"April 18, 2015","0"
,"April 25, 2015","0"
,"May 2, 2015","5"
,"May 9, 2015","0"
,"May 16, 2015","0"
,"May 23, 2015","0"
,"May 30, 2015","0"
,"June 6, 2015","0"
,"June 13, 2015","5"
,"June 20, 2015","0"
,"June 27, 2015","0"
,"July 4, 2015","0"
,"July 11, 2015","0"
,"July 18, 2015","0"
,"July 25, 2015","0"
,"August 1, 2015","0"
,"August 8, 2015","0"
,"August 15, 2015","0"
,"August 22, 2015","0"
,"August 29, 2015","0"
,"September 5, 2015","0"
,"September 12, 2015","0"
,"September 19, 2015","0"
,"September 26, 2015","0"
,"October 3, 2015","0"
,"October 10, 2015","0"
,"October 17, 2015","0"
,"October 24, 2015","0"
,"October 31, 2015","0"
,"November 7, 2015","0"
,"November 14, 2015","0"
,"November 21, 2015","0"
,"November 28, 2015","0"
,"December 5, 2015","0"
,"December 12, 2015","0"
,"December 19, 2015","0"
,"December 26, 2015","0"
,"January 2, 2016","0"
,"January 9, 2016","0"
,"January 16, 2016","0"
,"January 23, 2016","0"
,"January 30, 2016","0"
,"February 6, 2016","0"
,"February 13, 2016","0"
,"February 20, 2016","0"
,"February 27, 2016","0"
,"March 5, 2016","0"
,"March 12, 2016","0"
,"March 19, 2016","0"
,"March 26, 2016","0"
,"April 2, 2016","0"
,"April 9, 2016","0"
,"April 16, 2016","0"
,"April 23, 2016","0"
,"April 30, 2016","0"
,"May 7, 2016","0"
,"May 14, 2016","0"
,"May 21, 2016","0"
,"May 28, 2016","0"
,"June 4, 2016","0"
,"June 11, 2016","0"
,"June 18, 2016","0"
,"June 25, 2016","5"
,"July 2, 2016","0"
,"July 9, 2016","5"
,"July 16, 2016","0"
,"July 23, 2016","0"
,"July 30, 2016","0"
,"August 6, 2016","0"
,"August 13, 2016","0"
,"August 20, 2016","0"
,"August 27, 2016","0"
,"September 3, 2016","0"
,"September 10, 2016","0"
,"September 17, 2016","0"
,"September 24, 2016","0"
,"October 1, 2016","0"
,"October 8, 2016","0"
,"October 15, 2016","0"
,"October 22, 2016","0"
,"October 29, 2016","0"
,"November 5, 2016","0"
,"November 12, 2016","5"
,"November 19, 2016","0"
,"November 26, 2016","0"
,"December 3, 2016","0"
,"December 10, 2016","0"
,"December 17, 2016","0"
,"December 24, 2016","0"
,"December 31, 2016","0"
,"January 7, 2017","0"
,"January 14, 2017","0"
,"January 21, 2017","0"
,"January 28, 2017","0"
,"February 4, 2017","5"
,"February 11, 2017","0"
,"February 18, 2017","0"
,"February 25, 2017","0"
,"March 4, 2017","0"
,"March 11, 2017","0"
,"March 18, 2017","0"
,"March 25, 2017","0"
,"April 1, 2017","0"
,"April 8, 2017","0"
,"April 15, 2017","0"
,"April 22, 2017","0"
,"April 29, 2017","0"
,"May 6, 2017","0"
,"May 13, 2017","0"
,"May 20, 2017","0"
,"May 27, 2017","0"
,"June 3, 2017","0"
,"June 10, 2017","0"
,"June 17, 2017","0"
,"June 24, 2017","0"
,"July 1, 2017","0"
,"July 8, 2017","0"
,"July 15, 2017","0"
,"July 22, 2017","0"
,"July 29, 2017","0"
,"August 5, 2017","0"
,"August 12, 2017","5"
,"August 19, 2017","0"
,"August 26, 2017","5"
,"September 2, 2017","0"
,"September 9, 2017","0"
,"September 16, 2017","5"
,"September 23, 2017","0"
,"September 30, 2017","0"
,"October 7, 2017","0"
,"October 14, 2017","0"
,"October 21, 2017","0"
,"October 28, 2017","0"
,"November 4, 2017","0"
,"November 11, 2017","0"
,"November 18, 2017","0"
,"November 25, 2017","0"
,"December 2, 2017","5"
,"December 9, 2017","0"
,"December 16, 2017","0"
,"December 23, 2017","0"
,"December 30, 2017","0"
,"January 6, 2018","0"
,"January 13, 2018","0"
,"January 20, 2018","0"
,"January 27, 2018","0"
,"February 3, 2018","0"
,"February 10, 2018","0"
,"February 17, 2018","0"
,"February 24, 2018","0"
,"March 3, 2018","0"
,"March 10, 2018","0"
,"March 17, 2018","0"
,"March 24, 2018","0"
,"March 31, 2018","0"
,"April 7, 2018","0"
,"April 14, 2018","0"
,"April 21, 2018","0"
,"April 28, 2018","0"
,"May 5, 2018","0"
,"May 12, 2018","0"
,"May 19, 2018","0"
,"May 26, 2018","0"
,"June 2, 2018","5"
,"June 9, 2018","0"
,"June 16, 2018","0"
,"June 23, 2018","0"
,"June 30, 2018","0"
,"July 7, 2018","0"
,"July 14, 2018","0"
,"July 21, 2018","0"
,"July 28, 2018","0"
,"August 4, 2018","0"
,"August 11, 2018","0"
,"August 18, 2018","0"
,"August 25, 2018","0"
,"September 1, 2018","0"
,"September 8, 2018","0"
,"September 15, 2018","0"
,"September 22, 2018","0"
,"September 29, 2018","0"
,"October 6, 2018","0"
,"October 13, 2018","0"
,"October 20, 2018","0"
,"October 27, 2018","0"
,"November 3, 2018","0"
,"November 10, 2018","0"
,"November 17, 2018","0"
,"November 24, 2018","0"
,"December 1, 2018","0"
,"December 8, 2018","0"
,"December 15, 2018","0"
,"December 22, 2018","0"
,"December 29, 2018","0"
,"January 5, 2019","0"
,"January 12, 2019","0"
,"January 19, 2019","0"
,"January 26, 2019","0"
,"February 2, 2019","5"
,"February 9, 2019","0"
,"February 16, 2019","0"
,"February 23, 2019","0"
,"March 2, 2019","0"
,"March 9, 2019","0"
,"March 16, 2019","5"
,"March 23, 2019","0"
,"March 30, 2019","0"
,"April 6, 2019","0"
,"April 13, 2019","5"
,"April 20, 2019","0"
,"April 27, 2019","0"
,"May 4, 2019","0"
,"May 11, 2019","5"
,"May 18, 2019","0"
,"May 25, 2019","0"
,"June 1, 2019","5"
,"June 8, 2019","0"
,"June 15, 2019","0"
,"June 22, 2019","0"
,"June 29, 2019","0"
,"July 6, 2019","0"
,"July 13, 2019","0"
,"July 20, 2019","5"
,"July 27, 2019","0"
,"August 3, 2019","0"
,"August 10, 2019","5"
,"August 17, 2019","0"
,"August 24, 2019","0"
,"August 31, 2019","0"
,"September 7, 2019","0"
,"September 14, 2019","0"
,"September 21, 2019","0"
,"September 28, 2019","0"
,"October 5, 2019","0"
,"October 12, 2019","5"
,"October 19, 2019","0"
,"October 26, 2019","0"
,"November 2, 2019","0"
,"November 9, 2019","0"
,"November 16, 2019","0"
,"November 23, 2019","0"
,"November 30, 2019","0"
,"December 7, 2019","0"
,"December 14, 2019","0"
,"December 21, 2019","5"
,"December 28, 2019","0"
,"January 4, 2020","0"
,"January 11, 2020","0"
,"January 18, 2020","0"
,"January 25, 2020","0"
,"February 1, 2020","5"
,"February 8, 2020","0"
,"February 15, 2020","0"
,"February 22, 2020","0"
,"February 29, 2020","0"
,"March 7, 2020","0"
,"March 14, 2020","0"
,"March 21, 2020","0"
,"March 28, 2020","0"
,"April 4, 2020","0"
,"April 11, 2020","0"
,"April 18, 2020","0"
,"April 25, 2020","0"
,"May 2, 2020","0"
,"May 9, 2020","0"
,"May 16, 2020","0"
,"May 23, 2020","0"
,"May 30, 2020","0"
,"June 6, 2020","0"
,"June 13, 2020","0"
,"June 20, 2020","0"
,"June 27, 2020","0"
,"July 4, 2020","0"
,"July 11, 2020","5"
,"July 18, 2020","0"
